hostname,software
thecool.tube,peertube
scores.social,mastodon
garecentrale.ferrovipathe.fr,mastodon
gnusocial.wmsci.com,gnusocial
social.rlin.eu,mastodon
binarystar.social,mastodon
toot.boston,hometown
mastodon.ghostdub.de,mastodon
nonoino.masto.host,mastodon
dev.ard.social,mastodon
illo.social,mastodon
leermeinung.de,iceshrimp
foxes.rocks,mastodon
books.maxzor.eu,bookwyrm
mastodon.cyrilsebek.cz,mastodon
pixel.rights.ninja,pixelfed
mstdn.sengenzakura.com,mastodon
nerdpol.ch,diaspora
mast.wangwood.house,mastodon
mastodon.darksheep.social,mastodon
cuthrell.com,mastodon
dev.rgou.net,writefreely
bw.travelpandas.eu,bookwyrm
punktube.net,peertube
tl1.yumenosora.net,pleroma
denden.world,mastodon
pwp.space,misskey
pl.starnix.network,pleroma
vid.jittr.click,peertube
5z5ce433e2yp73jqm3yxmyh2yvcn33venhnm5trqde6uwjysxyy3gbad.onion,misskey
peertube.bubuit.net,peertube
elbereth.xyz,mastodon
wor.mnino.us,bookwyrm
social.noahschmitz.me,gotosocial
blog.arles.cloud,writefreely
east17.org,mastodon
mastodon.flossir.org,mastodon
blieb.net,mastodon
misskey.hacusk.net,misskey
blog.nancengka.com,writefreely
manganiello.social,akkoma
books.bimbiribase.xyz,bookwyrm
typo3.social,mastodon
social.dgrammatiko.dev,mastodon
calculate.social,mastodon
tyrannosaurusgirl.com,peertube
285936586.masto.host,mastodon
mitra.social,mitra
mastodon.hiveagile.com,mastodon
social.emma.coop,gotosocial
nonbiridon.hostdon.ne.jp,mastodon
socialfed.nl,mastodon
blog.gcn.sh,writefreely
4four.org,mastodon
mastodon.sharma.io,mastodon
netko.kr,misskey
lviv.today,mastodon
johanv.net,owncast
fishstar.pe.kr,misskey
mastodon.unknownrealm.org,mastodon
666.glitchwit.ch,mastodon
tailored.social,mastodon
sfw.community,lemmy
flower.afn.social,mastodon
social.spacebear.ee,pleroma
x.zyi.io,mastodon
video.clumsy.computer,peertube
devs.live,pleroma
m.fedica.com,mastodon
social.storydragon.nl,gotosocial
lily.network,mastodon
thoughts.rahil.rocks,mastodon
mastodon.eus,mastodon
video.ipng.ch,peertube
meow.camp,writefreely
lemmy.despotes.nl,lemmy
wolfdo.gg,iceshrimp
drlemmy.net,lemmy
hauntedgames.net,writefreely
video.telemillevaches.net,peertube
glitch.wtf,pleroma
mastodon.catpawz.eu,mastodon
simonwillison.net,mastodon
relay.social.htoo.de,aoderelay
lemmy.peoplever.se,lemmy
polycycle.io,mastodon
friendica.digital-landscapes.eu,friendica
gts.pouet.im,gotosocial
git.lertsenem.com,forgejo
socialnotwork.net,mastodon
mk.gabe.rocks,misskey
leds.social,mastodon
social.obrowne.eu,mastodon
suranyami.com,writefreely
mamoswine.pkmn.cloud,mastodon
sakana-cloud.f5.si,misskey
qa.social,mastodon
gusty-grandiose-bismuth.glitch.me,postmarks
pix.solarpunk.moe,pixelfed
calc.rettuce.page,firefish
social.brennanbenkert.com,mastodon
cultofzoe.com,mastodon
micro.shitpost.blog,akkoma
toot.ebu.io,mastodon
pleroma.davidgtl.me,pleroma
m.alexyang.me,mastodon
live.kitsunech.jp.net,owncast
toot.shortbus.fail,mastodon
metapowers.org,lemmy
fediverse.sloped.me,mastodon
relay.tiggi.es,aoderelay
bideoak.argia.eus,peertube
instance2.mobilizon.org,Mobilizon
bird.band,pleroma
feistycricket.org,mastodon
heimat.drensteinfurt.net,mastodon
mast.linuxgamecast.com,mastodon
delcake.com,socialhome
social.shirokurostone.com,gotosocial
retrolemmy.com,lemmy
serafuku.moe,misskey
toot.somnium.fi,mastodon
headpats.cafe,mastodon
marnanel.org,kepi
hayu.sh,pleroma
mkey.enzan.org,misskey
mastodon.straylight.engineering,mastodon
project-p.jp,gotosocial
relay.clar.ke,aoderelay
routing.center,mastodon
goblin.camp,hometown
julianjulian.moe,mastodon
mastodonmusic.social,mastodon
videos.bik.opencloud.lu,peertube
social-t.uibk.ac.at,mastodon
grants.cafe,mastodon
rect.al,mastodon
kyuti.es,mastodon
social.severa.name,pleroma
awoo.chat,mastodon
family.englesprouts.com,firefish
social.arunmozhi.in,misskey
video.greenmycity.eu,peertube
tube.shela.nu,peertube
glegle.party,akkoma
x.oq.la,writefreely
quixote.p4g.club,writefreely
accioly.social,mastodon
mi.ter05.net,misskey
toot.krivokuca.dev,mastodon
pleromer.net,pleroma
alaskan.social,mastodon
fotofed.nl,pixelfed
toot.berdaguermontes.eu,mastodon
kibris.be,mastodon
hutte.macskatze.art,mastodon
lemmy.helios42.de,lemmy
mastodon.javant.xyz,mastodon
mtyp.in,gotosocial
nyan.live,mastodon
packetwarriors.net,mastodon
videos.spriet.online,peertube
mastodon.hors.zone,mastodon
headchecks.club,writefreely
social.dairydemon.net,mastodon
honk.bewilderbeest.net,honk
mastodon.potager.org,mastodon
luv.cunnyborea.space,pleroma
little.illithid.online,gotosocial
lafronz.com,mastodon
tmstdn4.vasco-shot.com,mastodon
temperam.enta.li,writefreely
particle.lol,mastodon
video.marcorennmaus.de,peertube
respiroaventura.com.br,friendica
social.kartoffelcheetah.eu,pleroma
kasakoso.lol,misskey
collindonnell.com,writefreely
social.pacna.org,mastodon
cave.mancave.de,friendica
marchingband.social,mastodon
oft.social,mastodon
social.aufentha.lt,firefish
peertube.fedi.zutto.fi,peertube
otakufarms.com,pleroma
tube.source.news,peertube
mastodon.cocoasamurai.social,mastodon
jvalleroy.fbx.one,snac
lolita.technology,misskey
krem.tooot.im,writefreely
smnn.ch,mastodon
relay.activitypub.mashi.ro,aoderelay
imd.social,mastodon
kosonya.social,mastodon
mastodon.rcrowley.org,mastodon
theguys.guide,wordpress
sosu.nkb.moe,pleroma
mastodon.jacquin.me,mastodon
socialpapiga.top,mastodon
frontrange.co,mastodon
music.fallstar.eu,funkwhale
masto.onurb.net,mastodon
cansoccer.social,mastodon
rada.sotamedia.org,friendica
mstdn.halzion.net,ixsiidmstdn
kbin.earth,mbin
piaf.stilobique.com,mastodon
neuland.social,mastodon
relay.catswords.net,aoderelay
video.rhizome.org,peertube
mastodon.maxdec.fr,mastodon
entrepreneurlibre.org,mastodon
beginofthelight.online,mastodon
relay.virtualkemomimi.net,activity-relay
nyanpuppu.cat,misskey
mastodon.pcgaldo.com,mastodon
microblog.veen.world,mastodon
hi-fi.community,lemmy
mastodon.nyveir.fr,mastodon
proc.social,mastodon
v.mbius.io,peertube
galaxians.garden,akkoma
social.codigoparallevar.com,gotosocial
eu.mastodon.green,mastodon
mastodon.mauve.moe,mastodon
demented.and.sad.but.social,friendica
nationalist.social,pleroma
social.etke.cc,gotosocial
fed.graycyg.net,mastodon
meshed.cloud,mastodon
pleroma.kollar.cloud,pleroma
compost-news.sutty.nl,sutty-distributed-press
write.jokke.space,writefreely
m.fa.gl,mastodon
videos.fsci.in,peertube
gotosocial.yvesdennels.com,gotosocial
fediverse.yapbreak.fr,pleroma
voyager.lemmy.ml,lemmy
topsecret.social,mastodon
relay.pogcha.mp,aoderelay
videos.libervia.org,peertube
peertube-demo.learning-hub.fr,peertube
blog.thenewoil.org,writefreely
m.abxy.games,gotosocial
gameliberty.club,mastodon
social.freifunk.net,mastodon
social.goose.rodeo,mastodon
mastodon.astifter.com,mastodon
friend.fmal.com,friendica
ditto.pub,ditto
links.johv.dk,betula
mastodon.unsuspicious.website,mastodon
lemmy.henknet.org,lemmy
ivonunes.uk,IvoNunesActivityPubServer
ku.vin.pet,gotosocial
wptoots.social,mastodon
gts.superseriousbusiness.org,gotosocial
social.ffl.name,mastodon
mastodon.encryptionin.space,mastodon
weirwood.social,mastodon
matya.social,mastodon
social.soupy.fish,misskey
talk.mls20.de,mastodon
post.sup39.dev,firefish
mastodon.kalua.im,mastodon
social.qownnotes.org,mastodon
nbaden.club,mastodon
social.64i.de,mastodon
media.exo.cat,peertube
chat.noelle.codes,mastodon
friendica.gidikroon.eu,friendica
nyaw.xyz,misskey
pedestal.social,hometown
it.needsmo.re,plume
eenyoe.net,misskey
sternaparadisaea.net,wordpress
s.sneak.berlin,mastodon
retroverse.social,mastodon
vods.juni.tube,peertube
funk.deko.cloud,funkwhale
onepicaday.com,pixelfed
social.wafflecity.org,gotosocial
moessingen.social,mastodon
v2br.social,mastodon
battle7.net,mastodon
fedi.absturztau.be,akkoma
social.hayalmasal.org,pleroma
werd.social,mastodon
aquatan.net,mastodon
livho.uber.space,writefreely
social.datalabour.com,mastodon
mastodon.ito.com,mastodon
www.signalstation.com,wordpress
federation.red,lemmy
commoni.fi,hubzilla
federate.social,mastodon
montpellier.buzz,mastodon
freediverse.com,peertube
vertexspew.social,mastodon
mifle.eu,mastodon
videos.davidlohner.de,peertube
video.mezzo.moe,owncast
lemmy.itsallbadsyntax.com,lemmy
hermit.cafe,pleroma
social.zym.lol,mastodon
myfriendsare.gay,akkoma
mi.moris.day,misskey
culturaeinnovacion.social,mastodon
socially.drinkingatmy.computer,pleroma
fedifriends.social,mastodon
bird.makeup,birdsitelive
lemmy.activitypub.academy,lemmy
karlsruhe-social.de,mastodon
toot.treffenstaedt.de,mastodon
toot.blue,mastodon
peertube.solidev.net,peertube
hourly.photo,HourlyPhoto
gts.foxesare.sexy,gotosocial
private.e2net.social,IceshrimpNET
octans.app,firefish
hub.superheroactivism.com,friendica
scream.today,writefreely
kollegin.eu,mastodon
akko.airis.dev,akkoma
awawa.club,akkoma
social.in-key.net,iceshrimp
firefish.rockcutter.jp,firefish
sopuli.xyz,lemmy
naveen.ink,mastodon
moppels.bar,calckey
cascadia.fun,pixelfed
j7s.me,gotosocial
zmagg.masto.host,mastodon
yggdrasil.social,pleroma
eri.narandu.de,friendica
social.kraftw3rk.de,mastodon
jir.moe,pleroma
music-social.com,mastodon
dialogundsinn.de,writefreely
pixelfed.scot,pixelfed
haj.jawa.gay,sharkey
mastodon.ameo.dev,mastodon
mstdn.iroh.tv,mastodon
synapse.cafe,mastodon
miss.dawnwisp.cn,misskey
ikuhumituki.fedicity.net,mastodon
sauleau.social,wildebeest
books.babb.no,bookwyrm
blog.iamor.me,writefreely
live.stux.me,owncast
meisskey.one,meisskey
social.artificialgravity.dev,mastodon
mastodon.falconk.rocks,mastodon
birdtu.be,peertube
mstdn.brulijam.dev,mastodon
gotosocial.social,gotosocial
mastodon.coffee,mastodon
social.joshtriplett.org,pleroma
tubul.net,mastodon
blog.251.sh,writefreely
masto.nd2.uk,mastodon
share.elouworld.org,mastodon
kmlg.jp,cherrypick
ricko.social,mastodon
ps.s10y.eu,mastodon
mastodon.andreybondarenko.com,mastodon
radio.mutebot.net,misskey
mstdn.paparasitic.com,mastodon
lesser.occult.institute,writefreely
mobilizon.be,Mobilizon
mastodon.grahammay.me,mastodon
jurgenhaas.de,drupal
printhouse.codemonkey.cafe,writefreely
social.sour.is,lemmy
misskey23.uec-tech.net,misskey
gaminginthe.cloud,mastodon
peertube.modspil.dk,peertube
mattstodon.panar.ooo,mastodon
danonidon.azarakko.net,mastodon
lemmy.mebitek.com,lemmy
fb.paulgeanta.com,mastodon
kooktzi.ch,pixelfed
mast.sudrien.net,mastodon
eightpoint.app,mastodon
friends.grishka.me,smithereen
giraffe.eepy.cloud,gotosocial
x.qic.one,sharkey
social.spiezmaestro.ch,mastodon
activityrelay.beep.computer,activity-relay
fediverse.science,mastodon
misskey.ashigayahomura.com,misskey
social.jacklinke.com,mastodon
idar.us,pixelfed
social.iheartmichelle.com,mastodon
anti-social.online,mastodon
pleroma.foxden.party,pleroma
mastodon.timnolte.com,mastodon
orikumi.social,mastodon
social.filipesm.eu,gotosocial
mastodon.insa.lol,mastodon
jasonkotenko.com,writefreely
mastodon.triggerphra.se,mastodon
backs.day,mastodon
beta.kokonect.link,cherrypick
mastodon.ngen15.tv,mastodon
diaspodon.fr,mastodon
fediverse.krohsnest.com,mastodon
va11halla.bar,lemmy
squad.town,mastodon
pleroma.xeno.darksair.org,pleroma
social.dcsl.dk,mastodon
gotosocial.lapineige.fr,gotosocial
mastodon.compositecomputer.club,mastodon
umbracocommunity.social,mastodon
mast.codingjim.com,mastodon
rawr.tf,mastodon
heavensite.site,mastodon
blog.swagg.net,writefreely
were.social,pleroma
learningdisability.social,mastodon
peertube.nooja.cc,peertube
mastodon.chester.id.au,mastodon
gancio.thebristol.social,gancio
thoughts.pehnet.org,mastodon
anime.midday.top,misskey
chatfreu.de,friendica
pastwind.top,misskey
mastodon.nexus,sharkey
rheinhessen.social,mastodon
basidium.club,mastodon
doesthings.online,mastodon
idiots.chat,mastodon
social.sgf.dev,mastodon
radow.me,microblogpub
brgrealty.ap.social,mastodon
tube.kotocoop.org,peertube
masto.a0s.de,mastodon
social.bitl.dev,iceshrimp
futen.work,mastodon
ldwg.me,mastodon
mast.keyd.ru,mastodon
det.social,mastodon
autisticnomad.social,mastodon
mammoth.nightcity.lu,mastodon
mastodon.skylarkservers.net,mastodon
social.tedium.co,mastodon
buicha.social,misskey
cybercult.biz,mastodon
spectreofcommunism.boo,akkoma
d.kg-misskey.net,misskey
mastodon.kxn4t.tech,mastodon
mastodon.rfc1925.org,mastodon
digitalcourage.photo,pixelfed
m.mtjm.eu,mastodon
misskey.abnoumaru.com,misskey
theradio.au,mastodon
thewalkingdeaf.social,mastodon
biggergig.com,writefreely
hi.nighten.fr,akkoma
mx.pontual.social,mastodon
blog.stackdump.com,writefreely
seaswallow.me,pleroma
clvr.bfan.cc,pleroma
said.social,mastodon
tube.hunterjozwiak.com,peertube
peertube.chaunchy.com,peertube
mastodon.gimp.chat,mastodon
toot.turbo.chat,mastodon
msky.kentaro1043.com,misskey
kisayuka.xsns.jp,misskey
k.iim.gay,gotosocial
amynews.social,mastodon
peertube.in.ua,peertube
selent.ca,mastodon
brunty.social,mastodon
fumi.live4you.one,writefreely
3v.is,akkoma
fedi.everycastlabs.uk,takahe
astrosocial.space,mastodon
xn--4t8h.dwk.io,mastodon
mastodon.kryptykphysh.xyz,mastodon
astrotube-ufe.obspm.fr,peertube
social.prisciou.v6.rocks,mastodon
3pm.jasminetea.uk,gotosocial
pleroma.n-kru.se,pleroma
staging.moth.social,mastodon
www.omeowgle.com,mastodon
audio.ztrl.de,funkwhale
insoumis.social,mastodon
mastodon.is-a.horse,mastodon
toot.majorshouse.com,mastodon
sk.skorar.com,sharkey
chitter.xyz,mastodon
ps.m0n5t3r.info,pleroma
friendica.gnomos.org,friendica
misskey.fxmech.com,misskey
social.gkstn.de,gotosocial
peertube.sensin.eu,peertube
video.typica.us,peertube
wohnzimmer.social,mastodon
zeal.center,mastodon
social.densco.net,mastodon
hawthorn.pub,mastodon
mastodon.anesthetizeme.net,mastodon
posts.jacobhaddon.com,pleroma
social.halfast.com,mastodon
social.altetanke.com,mastodon
eggflix.foolbazar.eu,peertube
allthingstech.social,mastodon
theater.ethernia.net,peertube
mstdn.xophoros.com,mastodon
msebhat.wordpress.com,wordpress
social.horrid-creatu.re,akkoma
chattervista.com,mastodon
mastodon.dredgelords.com,mastodon
trashbrain.org,mastodon
diaspora.koehn.com,diaspora
troete.rechenkugel.de,mastodon
social.380119.xyz,gotosocial
nya.house,akkoma
social.dociq.io,mastodon
social.silosneeded.com,pleroma
fuerth.social,mastodon
mastodon.palmer.house,mastodon
bookwyrm.joeydrew.studio,bookwyrm
compliancealliances.com,wordpress
social.senooken.jp,gnusocial
completehostingguide.com,hubzilla
jillr.social,mastodon
f.vanbever.ch,gotosocial
justme.masto.host,mastodon
shrimp.foxwit.ch,IceshrimpNET
ramble.space,mastodon
lemmy.emerald.show,lemmy
feitosa.me,mastodon
meteo.social,mastodon
meinmuenster.land,mastodon
bynight.cafe,mastodon
fedi.sofita.noho.st,pleroma
don.r-pe.net,mastodon
asso.lgbt,mastodon
icy.wyvern.rip,IceshrimpNET
social.worldc.one,mastodon
ser.endipito.us,mastodon
bots.automatica.dev,mastodon
ganbarefullmoon.com,misskey
social.blach.io,mastodon
mastodo.ng,mastodon
social.timespiral.co.jp,mastodon
social.sudduth.me,mastodon
mstdn.superspeed-fall.com,mastodon
quite.social,mastodon
cybre.town,mastodon
myapple.social,mastodon
vaihingen.friedenstreff.org,wordpress
biologists.social,mastodon
fedi.xamk.fi,mastodon
amicale.net,mastodon
pixelfed.zwerfcat.world,pixelfed
www.firr.cam,owncast
fed.bajsicki.com,misskey
pub.miscworks.net,gotosocial
erisly.social,firefish
nulltea.cc,pleroma
ptb.lunarviews.net,peertube
m.brokep.com,mastodon
staging.owo.cafe,mastodon
pt.freedomwolf.cc,peertube
tetrax.de,mastodon
mastodon.ae02.de,mastodon
hiyashi.shimapan.moe,pleroma
tube.linkse.media,peertube
asentientbot.ca,mastodon
vgn.church,mastodon
mastodon.testausserveri.fi,mastodon
brontosin.space,mastodon
mastodon.iklem.fr,mastodon
clocktower.social,hometown
lemmy.socdojo.com,lemmy
piraten.space,peertube
social.dwards.org,gotosocial
fedi.diskseven.com,gotosocial
blog.einval.net,writefreely
don2.inux39.me,mastodon
mastodon.friendnet.eu,mastodon
autonomous.zone,mastodon
matts.network,mastodon
stansells.org,mastodon
owncast.owo.solutions,owncast
craba.cab,mastodon
social.hell0friend.de,pleroma
thinktanki.social,mastodon
ostheater.city,mastodon
gregtech.eu,lemmy
takahe.blankpad.net,takahe
mastodon.ig.nore.me,mastodon
toot.spooky.computer,mastodon
apollo.lanofthedead.xyz,peertube
themiddleofthestreet.xyz,pleroma
mck.pub,mastodon
ibe.social,sharkey
social.dave-vlab.com,mastodon
mibl.vannilla.org,gotosocial
pleroma.drmandrewtoad.com,pleroma
social.itsze.ro,mastodon
b.osmarks.net,microblogpub
swg-empire.de,lemmy
mmi.todon.de,mastodon
pon.ee,mastodon
mastodon.peterjanes.ca,mastodon
lilienthal.social,mastodon
social.ferrous-systems.com,mastodon
social.hnnng.space,mastodon
pleroma.huttiesroow.nl,pleroma
mastodon.gamedev.place,mastodon
video.metaccount.de,peertube
sizeriot.com,mastodon
wordcraft.social,mastodon
alpha.incarnator.org,takahe
starflower.space,hometown
social.blurthefur.com,mastodon
mastodon.lieter.nl,mastodon
social.brothertec.eu,mastodon
meemu.org,mastodon
80chars.io,mastodon
k-pop.22x22.ru,peertube
meowverse.catsanctuary.top,firefish
mastodon.km6g.us,mastodon
social.oliverlorenz.com,gotosocial
peertube.cloud.nerdraum.de,peertube
jachimowski.nl,mastodon
mew.lgbt,mastodon
social.lacot.org,mastodon
wvy.my.id,pleroma
masto.esophiamedias.fr,mastodon
peertube.ii.md,peertube
friends.ravergram.club,mastodon
riffz.glitch.me,postmarks
relay.dico.gg,aoderelay
teamfmradio.masto.host,mastodon
social.primeos.dev,pleroma
relay-pe.activitypub.ca,activityrelay
life.19130104.xyz,pixelfed
friendica.deliquescence.net,friendica
social.oaf.org.au,mastodon
microbe.vital.org.nz,akkoma
rebble.net,forte
stream.tournesol.me,owncast
mastodon.dekker.io,mastodon
nuked.social,mastodon
mastodon.rubywhite.com,mastodon
social.completext.com,mastodon
viewfinder.pro,lemmy
sacto.xyz,gotosocial
micro.bbalm.me,mastodon
stdx.social,mastodon
videos.yesil.club,peertube
peister.org,pleroma
mastodon.naugrim.org,mastodon
insta.razve.net,pixelfed
zaxxon.bot,ktistec
links.danilax86.space,betula
social.bloom.casa,mastodon
bookstodon.es,mastodon
masto.fogbox.uk,mastodon
fjord.tide.tk,lotide
social.parentfamily.ca,mastodon
terence.page,writefreely
relay.toot.io,activity-relay
masto1.ultrafeed.dev,mastodon
lemmus.org,lemmy
pubeurope.com,mastodon
nakadashi.photos,mastodon
hatoba.fedicity.net,mastodon
androidmanife.st,mastodon
social.ferrocarril.net,mastodon
mtd.usagi-gumi.jp,mastodon
utopia.cool,mastodon
goto.moellus.net,gotosocial
social.interordi.com,misskey
flownative.social,mastodon
empathiebullshit.de,writefreely
